loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_age_months,term,grade,sub_grade,emp_length,home_ownership,verification_status,purpose,addr_state,target,text_prompt
31400,15.02,747.34,100000.0,14.12,0,680.0,2,26,0,15594,18.0,64,240,60,C,C3,2,MORTGAGE,Source Verified,credit_card,MN,0,"이 대출 신청자는 연소득 100,000달러이며, 재직 기간은 2년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 31,400달러, 대출 기간은 60개월이며, 적용 금리는 15.02%입니다. 매월 납입해야 하는 상환 원리금은 747달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 240개월(약 20.0년)입니다. 총 부채상환비율(DTI)은 14.12%입니다. 최근 6개월간 신용조회 건수는 2건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 26개이고, 전체 신용 한도 대비 사용률(revol_util)은 18.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
28800,20.89,777.36,78000.0,8.2,0,680.0,3,21,0,7162,34.1,25,126,60,D,D4,10,MORTGAGE,Source Verified,car,IL,0,"이 대출 신청자는 연소득 78,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 28,800달러, 대출 기간은 60개월이며, 적용 금리는 20.89%입니다. 매월 납입해야 하는 상환 원리금은 777달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 126개월(약 10.5년)입니다. 총 부채상환비율(DTI)은 8.20%입니다. 최근 6개월간 신용조회 건수는 3건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 21개이고, 전체 신용 한도 대비 사용률(revol_util)은 34.10%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 자동차 구입입니다."
20000,11.8,442.88,71000.0,25.19,0,680.0,0,20,0,15055,17.7,35,142,60,B,B4,10,OWN,Not Verified,credit_card,NY,0,"이 대출 신청자는 연소득 71,000달러이며, 재직 기간은 10년입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 60개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 443달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 142개월(약 11.8년)입니다. 총 부채상환비율(DTI)은 25.19%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 20개이고, 전체 신용 한도 대비 사용률(revol_util)은 17.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
15000,22.35,417.28,29000.0,14.61,0,680.0,0,3,0,0,32.3,24,334,60,D,D5,-1,OWN,Not Verified,debt_consolidation,PA,0,"이 대출 신청자는 연소득 29,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 15,000달러, 대출 기간은 60개월이며, 적용 금리는 22.35%입니다. 매월 납입해야 하는 상환 원리금은 417달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 334개월(약 27.8년)입니다. 총 부채상환비율(DTI)은 14.61%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 3개이고, 전체 신용 한도 대비 사용률(revol_util)은 32.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
25000,8.46,788.73,325000.0,12.28,0,680.0,1,8,1,23807,67.4,11,191,36,A,A5,0,MORTGAGE,Not Verified,credit_card,CA,0,"이 대출 신청자는 연소득 325,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 25,000달러, 대출 기간은 36개월이며, 적용 금리는 8.46%입니다. 매월 납입해야 하는 상환 원리금은 789달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 191개월(약 15.9년)입니다. 총 부채상환비율(DTI)은 12.28%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 67.40%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
10000,15.02,346.76,66000.0,11.64,0,680.0,1,9,0,31214,38.8,27,109,36,C,C3,0,OWN,Not Verified,other,OH,0,"이 대출 신청자는 연소득 66,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 36개월이며, 적용 금리는 15.02%입니다. 매월 납입해야 하는 상환 원리금은 347달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 109개월(약 9.1년)입니다. 총 부채상환비율(DTI)은 11.64%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 9개이고, 전체 신용 한도 대비 사용률(revol_util)은 38.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
20000,19.92,528.99,55500.0,31.63,0,680.0,0,33,0,15299,41.3,46,103,60,D,D3,10,RENT,Not Verified,debt_consolidation,TN,0,"이 대출 신청자는 연소득 55,500달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 60개월이며, 적용 금리는 19.92%입니다. 매월 납입해야 하는 상환 원리금은 529달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 103개월(약 8.6년)입니다. 총 부채상환비율(DTI)은 31.63%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 33개이고, 전체 신용 한도 대비 사용률(revol_util)은 41.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
12000,16.91,297.66,74000.0,28.93,0,680.0,0,16,0,25238,45.0,27,137,60,C,C5,0,MORTGAGE,Source Verified,debt_consolidation,GA,1,"이 대출 신청자는 연소득 74,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 12,000달러, 대출 기간은 60개월이며, 적용 금리는 16.91%입니다. 매월 납입해야 하는 상환 원리금은 298달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 137개월(약 11.4년)입니다. 총 부채상환비율(DTI)은 28.93%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 16개이고, 전체 신용 한도 대비 사용률(revol_util)은 45.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
10000,10.72,326.07,70000.0,0.31,0,680.0,1,6,0,18,0.2,22,135,36,B,B2,-1,MORTGAGE,Not Verified,home_improvement,GA,0,"이 대출 신청자는 연소득 70,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 36개월이며, 적용 금리는 10.72%입니다. 매월 납입해야 하는 상환 원리금은 326달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 135개월(약 11.2년)입니다. 총 부채상환비율(DTI)은 0.31%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 0.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 개량입니다."
32000,15.02,761.62,63000.0,17.87,0,680.0,1,19,0,17809,45.3,28,74,60,C,C3,1,MORTGAGE,Verified,debt_consolidation,WA,0,"이 대출 신청자는 연소득 63,000달러이며, 재직 기간은 1년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 32,000달러, 대출 기간은 60개월이며, 적용 금리는 15.02%입니다. 매월 납입해야 하는 상환 원리금은 762달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 74개월(약 6.2년)입니다. 총 부채상환비율(DTI)은 17.87%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 19개이고, 전체 신용 한도 대비 사용률(revol_util)은 45.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
1000,11.8,33.12,48000.0,17.88,0,680.0,2,21,0,4734,5.7,43,193,36,B,B4,3,RENT,Not Verified,other,VT,0,"이 대출 신청자는 연소득 48,000달러이며, 재직 기간은 3년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 1,000달러, 대출 기간은 36개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 33달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 193개월(약 16.1년)입니다. 총 부채상환비율(DTI)은 17.88%입니다. 최근 6개월간 신용조회 건수는 2건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 21개이고, 전체 신용 한도 대비 사용률(revol_util)은 5.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
8000,11.8,264.96,55000.0,16.87,0,680.0,0,8,0,6920,49.8,16,104,36,B,B4,9,OWN,Source Verified,debt_consolidation,LA,0,"이 대출 신청자는 연소득 55,000달러이며, 재직 기간은 9년입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 8,000달러, 대출 기간은 36개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 265달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 104개월(약 8.7년)입니다. 총 부채상환비율(DTI)은 16.87%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 49.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
26000,8.19,529.56,110000.0,11.54,0,680.0,0,20,0,1105,1.0,49,259,60,A,A4,4,MORTGAGE,Not Verified,home_improvement,IN,0,"이 대출 신청자는 연소득 110,000달러이며, 재직 기간은 4년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 26,000달러, 대출 기간은 60개월이며, 적용 금리는 8.19%입니다. 매월 납입해야 하는 상환 원리금은 530달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 259개월(약 21.6년)입니다. 총 부채상환비율(DTI)은 11.54%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 20개이고, 전체 신용 한도 대비 사용률(revol_util)은 1.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 개량입니다."
12000,11.31,394.63,55000.0,7.42,0,680.0,2,4,0,11538,88.8,8,87,36,B,B3,10,RENT,Source Verified,debt_consolidation,OK,0,"이 대출 신청자는 연소득 55,000달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 12,000달러, 대출 기간은 36개월이며, 적용 금리는 11.31%입니다. 매월 납입해야 하는 상환 원리금은 395달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 87개월(약 7.2년)입니다. 총 부채상환비율(DTI)은 7.42%입니다. 최근 6개월간 신용조회 건수는 2건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 4개이고, 전체 신용 한도 대비 사용률(revol_util)은 88.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
24000,11.8,794.86,65000.0,19.0,0,680.0,0,12,0,20322,32.4,15,87,36,B,B4,3,RENT,Source Verified,debt_consolidation,MD,0,"이 대출 신청자는 연소득 65,000달러이며, 재직 기간은 3년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 24,000달러, 대출 기간은 36개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 795달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 87개월(약 7.2년)입니다. 총 부채상환비율(DTI)은 19.00%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 12개이고, 전체 신용 한도 대비 사용률(revol_util)은 32.40%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
6000,10.33,194.54,205000.0,3.44,0,680.0,0,6,1,865,3.4,26,211,36,B,B1,7,RENT,Not Verified,other,CA,0,"이 대출 신청자는 연소득 205,000달러이며, 재직 기간은 7년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 6,000달러, 대출 기간은 36개월이며, 적용 금리는 10.33%입니다. 매월 납입해야 하는 상환 원리금은 195달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 211개월(약 17.6년)입니다. 총 부채상환비율(DTI)은 3.44%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 3.40%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
